profile_id,education_level,OL_subject_0_score,OL_subject_1_score,OL_subject_2_score,OL_subject_3_score,AL_stream,AL_subject_0_score,AL_subject_1_score,AL_subject_2_score,university_score,gpa
1968,0,2,6,43,82,,,,,,
1969,2,60,73,61,98,3,,,,82,3.22
1970,1,14,26,39,96,4,,,,,
1971,0,83,23,16,71,,,,,,
1972,2,98,29,33,87,4,,,,97,3.81
1973,2,12,86,50,26,1,59,96,,79,2.69
1974,0,38,47,4,13,,,,,,
1975,2,68,52,30,97,1,55,55,,99,4.0
1976,1,59,10,15,77,2,,,,,
1977,1,52,37,54,30,2,,,,,
1978,0,37,38,26,83,,,,,,
1979,1,88,10,76,27,1,60,56,,,
1980,1,42,72,89,81,3,,,,,
1981,0,24,4,58,34,,,,,,
1982,1,80,48,14,67,1,89,78,,,
1983,0,71,9,48,8,,,,,,
1984,2,39,2,11,35,4,,,,74,3.23
1985,0,95,30,11,65,,,,,,
1986,2,18,13,0,10,4,,,,68,3.28
1987,0,79,27,6,63,,,,,,
1988,1,75,85,62,47,2,,,,,
1989,1,31,97,36,77,1,79,92,,,
1990,2,19,24,86,26,1,16,3,,66,3.17
1991,1,25,61,71,55,1,26,14,,,
1992,1,54,95,61,77,1,47,33,,,
1993,0,58,77,15,54,,,,,,
1994,1,12,8,59,53,1,21,51,,,
1995,1,48,72,75,5,0,95,53,71,,
1996,1,61,54,87,45,1,57,25,,,
1997,1,20,30,21,27,2,,,,,
1998,2,88,83,29,53,3,,,,85,3.68
1999,0,39,7,86,76,,,,,,
2000,2,87,87,74,31,0,79,16,27,70,2.8
2001,2,1,31,27,26,2,,,,67,2.64
2002,0,2,50,22,38,,,,,,
2003,1,49,56,74,91,0,91,51,77,,
2004,1,88,44,16,42,4,,,,,
2005,0,9,48,48,54,,,,,,
2006,0,78,61,97,12,,,,,,
2007,0,64,26,46,47,,,,,,
2008,2,84,5,85,26,3,,,,98,2.95
2009,2,65,72,57,95,2,,,,75,3.57
2010,0,71,95,47,94,,,,,,
2011,0,86,2,11,21,,,,,,
2012,1,56,5,79,76,2,,,,,
2013,1,9,91,37,3,0,83,60,12,,
2014,1,73,99,32,92,0,8,42,72,,
2015,0,82,77,46,89,,,,,,
2016,0,53,12,47,85,,,,,,
2017,1,73,85,87,96,0,18,2,65,,
2018,1,11,98,13,48,0,94,97,69,,
2019,2,81,62,58,29,0,94,62,91,67,3.29
2020,1,85,86,61,34,1,71,33,,,
2021,0,92,14,6,28,,,,,,
2022,0,42,72,88,2,,,,,,
2023,0,26,42,27,27,,,,,,
2024,2,31,74,29,37,2,,,,96,3.17
2025,1,84,37,80,43,1,10,67,,,
2026,0,1,1,38,42,,,,,,
2027,1,12,61,34,43,4,,,,,
2028,0,47,27,15,44,,,,,,
2029,1,23,3,49,91,3,,,,,
2030,0,12,61,77,77,,,,,,
2031,2,64,20,59,69,3,,,,75,3.09
2032,0,79,6,60,58,,,,,,
2033,1,64,65,50,32,3,,,,,
2034,2,70,75,97,26,1,49,80,,63,3.44
2035,0,99,31,50,36,,,,,,
2036,2,9,46,19,55,3,,,,76,3.08
2037,1,49,20,61,23,3,,,,,
2038,0,1,44,74,30,,,,,,
2039,2,39,54,3,50,1,3,33,,61,3.16
2040,1,37,71,36,60,0,16,64,51,,
2041,2,42,7,80,7,0,88,77,9,78,3.29
2042,1,8,12,42,79,0,9,54,70,,
2043,2,92,50,52,74,0,66,1,1,71,3.74
2044,1,85,94,20,48,4,,,,,
2045,0,46,79,18,79,,,,,,
2046,1,28,81,88,51,0,63,49,49,,
2047,2,68,30,79,92,2,,,,74,3.27
2048,1,93,68,29,88,3,,,,,
2049,1,45,30,55,76,2,,,,,
2050,2,1,79,64,75,3,,,,74,3.15
2051,0,92,98,62,94,,,,,,
2052,2,91,33,87,18,4,,,,83,3.39
2053,2,18,60,25,26,0,15,43,59,89,2.46
2054,1,82,58,70,49,4,,,,,
2055,0,1,99,38,29,,,,,,
2056,0,3,59,57,64,,,,,,
2057,0,49,51,58,81,,,,,,
2058,2,96,32,54,93,1,4,34,,72,3.24
2059,1,41,8,92,39,2,,,,,
2060,2,50,69,55,88,1,19,54,,87,3.42
2061,2,17,65,20,87,0,66,69,20,68,3.5
2062,0,3,40,19,89,,,,,,
2063,2,26,2,33,66,4,,,,65,2.81
2064,0,11,58,84,14,,,,,,
2065,2,29,42,35,91,3,,,,66,3.42
2066,1,96,58,81,79,2,,,,,
2067,1,0,95,96,29,2,,,,,
2068,2,55,84,34,48,4,,,,97,3.1
2069,0,63,99,81,2,,,,,,
2070,1,37,60,13,62,2,,,,,
2071,0,40,79,94,25,,,,,,
2072,1,3,93,72,93,3,,,,,
2073,2,81,99,3,90,3,,,,66,3.35
2074,2,41,73,32,79,4,,,,77,3.29
2075,0,89,28,25,31,,,,,,
2076,0,11,11,14,5,,,,,,
2077,1,32,99,28,48,4,,,,,
2078,0,83,10,18,71,,,,,,
2079,2,74,33,40,50,4,,,,71,3.05
2080,2,98,0,87,92,4,,,,88,3.27
2081,2,24,52,79,34,3,,,,65,3.32
2082,0,67,47,40,15,,,,,,
2083,2,56,34,26,4,0,6,13,83,92,2.77
2084,2,78,11,86,35,3,,,,66,3.28
2085,2,2,99,29,92,0,8,17,7,62,3.15
2086,1,51,54,95,77,3,,,,,
2087,0,78,50,69,34,,,,,,
2088,2,70,15,53,79,1,38,72,,98,3.25
2089,2,53,63,97,50,1,39,90,,71,3.64
2090,1,52,76,28,47,1,83,94,,,
2091,0,92,95,49,31,,,,,,
2092,2,49,50,97,87,2,,,,91,3.11
2093,1,59,86,66,88,3,,,,,
2094,1,25,21,65,92,2,,,,,
2095,2,61,24,80,53,4,,,,83,3.06
2096,1,2,5,35,98,4,,,,,
2097,2,43,14,27,3,3,,,,84,3.35
2098,2,30,16,1,36,1,98,11,,65,3.63
2099,0,7,77,63,35,,,,,,
2100,1,89,15,77,0,3,,,,,
2101,0,66,41,16,50,,,,,,
2102,0,26,1,57,17,,,,,,
2103,0,65,99,39,11,,,,,,
2104,1,26,18,27,62,0,79,84,83,,
2105,0,36,0,94,54,,,,,,
2106,0,95,27,50,5,,,,,,
2107,0,91,73,22,0,,,,,,
2108,1,94,98,98,79,1,18,94,,,
2109,1,16,96,46,85,4,,,,,
2110,0,8,59,32,47,,,,,,
2111,1,4,17,62,69,1,92,77,,,
2112,2,15,17,79,73,2,,,,96,3.47
2113,2,42,46,81,50,2,,,,84,3.31
2114,1,12,9,94,50,2,,,,,
2115,2,74,69,49,89,0,72,88,65,70,3.72
2116,2,91,62,46,94,1,58,38,,75,4.0
2117,2,33,92,34,64,0,21,48,78,99,3.24
2118,1,6,12,60,3,3,,,,,
2119,2,23,90,41,15,2,,,,86,2.86
2120,2,36,72,67,72,2,,,,73,3.23
2121,1,25,23,50,77,1,62,52,,,
2122,2,91,38,88,3,4,,,,98,3.33
2123,0,70,73,94,94,,,,,,
2124,2,53,73,65,54,3,,,,95,3.65
2125,1,20,58,54,48,3,,,,,
2126,1,45,27,64,88,3,,,,,
2127,2,39,8,24,5,1,19,0,,78,2.8
2128,1,85,11,14,83,1,12,62,,,
2129,1,40,77,11,50,4,,,,,
2130,1,62,5,75,37,3,,,,,
2131,1,26,81,95,54,1,45,15,,,
2132,2,78,51,73,7,1,86,35,,89,2.22
2133,1,3,77,18,6,4,,,,,
2134,0,87,67,51,31,,,,,,
2135,2,50,47,68,15,1,30,50,,68,2.91
2136,1,93,10,98,34,0,68,68,38,,
2137,1,34,31,60,37,1,58,66,,,
2138,2,28,90,24,50,2,,,,79,3.34
2139,1,85,3,49,78,3,,,,,
2140,1,41,11,97,39,3,,,,,
2141,0,52,18,49,13,,,,,,
2142,1,94,7,65,4,1,64,46,,,
2143,1,59,41,79,10,4,,,,,
2144,2,58,27,46,60,2,,,,78,3.17
2145,1,38,89,33,86,4,,,,,
2146,0,32,56,33,30,,,,,,
2147,2,12,30,21,48,1,37,24,,65,3.54
2148,0,40,5,53,3,,,,,,
2149,1,78,52,16,46,4,,,,,
2150,1,36,25,88,81,4,,,,,
2151,2,55,53,36,31,0,10,14,47,86,3.49
2152,1,20,35,86,45,2,,,,,
2153,0,52,71,23,22,,,,,,
2154,0,86,60,63,13,,,,,,
2155,1,67,7,60,43,3,,,,,
2156,2,10,26,88,48,3,,,,64,3.43
2157,2,64,11,56,14,1,80,66,,85,3.05
2158,2,35,19,44,24,1,27,67,,89,2.88
2159,1,89,95,49,41,2,,,,,
2160,2,7,92,80,28,0,82,3,92,67,3.09
2161,2,18,54,74,51,3,,,,78,3.02
2162,1,37,17,30,70,4,,,,,
2163,2,93,26,19,87,0,13,50,36,61,3.42
2164,0,4,0,28,71,,,,,,
2165,2,38,57,44,8,3,,,,98,2.85
2166,1,81,47,71,60,2,,,,,
2167,0,69,10,6,24,,,,,,
2168,2,87,64,76,18,3,,,,85,3.41
2169,2,23,29,39,2,4,,,,74,3.7
2170,0,46,40,27,13,,,,,,
2171,2,39,93,62,93,3,,,,80,3.32
2172,0,33,85,60,66,,,,,,
2173,1,52,6,41,53,4,,,,,
2174,1,68,37,81,66,2,,,,,
2175,1,30,75,68,86,3,,,,,
2176,2,4,48,73,76,4,,,,79,2.76
2177,2,34,10,24,84,1,44,56,,83,3.07
2178,2,39,94,36,29,1,19,80,,93,3.53
2179,1,85,54,25,77,4,,,,,
2180,2,93,79,57,8,2,,,,82,3.59
2181,2,86,81,40,94,1,7,77,,93,2.84
2182,2,0,83,18,70,1,24,9,,94,3.0
2183,0,76,9,26,28,,,,,,
2184,1,33,3,50,65,4,,,,,
2185,0,17,19,99,75,,,,,,
2186,2,84,97,82,89,1,58,55,,82,2.97
2187,2,63,24,6,94,3,,,,66,3.38
2188,2,40,39,64,59,1,40,42,,90,3.35
2189,1,21,14,91,90,1,73,8,,,
2190,2,44,68,15,76,2,,,,86,2.54
2191,0,72,31,99,78,,,,,,
2192,2,99,10,53,15,0,44,76,14,66,2.62
2193,2,70,47,69,76,1,16,45,,73,3.13
2194,2,75,16,23,48,0,83,74,62,90,2.87
2195,0,70,46,95,37,,,,,,
2196,1,96,86,38,2,0,45,33,49,,
2197,0,83,50,57,8,,,,,,
2198,2,65,64,94,73,2,,,,79,3.19
2199,1,82,5,0,61,3,,,,,
2200,1,63,28,98,40,1,34,74,,,
2201,2,93,81,17,39,4,,,,75,3.74
2202,0,54,28,76,6,,,,,,
2203,1,27,53,29,48,2,,,,,
2204,1,2,74,47,87,1,81,29,,,
2205,1,97,21,22,50,2,,,,,
2206,1,26,3,57,99,2,,,,,
2207,0,22,11,23,12,,,,,,
2208,0,47,17,89,15,,,,,,
2209,0,78,48,69,26,,,,,,
2210,1,65,37,94,87,2,,,,,
2211,2,33,70,46,40,4,,,,61,3.0
2212,1,35,6,72,66,1,5,19,,,
2213,1,25,32,94,58,3,,,,,
2214,1,27,54,69,23,0,63,77,55,,
2215,0,83,56,50,73,,,,,,
2216,1,79,10,18,23,3,,,,,
2217,2,18,82,95,68,3,,,,87,3.59
2218,1,2,36,81,76,2,,,,,
2219,0,62,61,16,78,,,,,,
2220,1,63,51,71,12,3,,,,,
2221,0,0,0,80,61,,,,,,
2222,0,97,71,59,85,,,,,,
2223,0,86,72,51,6,,,,,,
2224,2,29,12,84,27,4,,,,82,3.2
2225,0,8,8,76,36,,,,,,
2226,1,32,52,66,2,0,17,7,71,,
2227,0,67,48,52,14,,,,,,
2228,2,33,84,95,27,1,13,10,,82,4.0
2229,0,97,50,71,47,,,,,,
2230,2,95,9,48,14,3,,,,89,3.58
2231,2,19,98,9,1,2,,,,83,2.43
2232,0,94,63,23,57,,,,,,
2233,1,96,60,68,23,0,50,87,7,,
2234,1,16,9,79,52,0,86,29,44,,
2235,2,64,75,81,47,4,,,,98,3.16
2236,1,69,36,47,59,4,,,,,
2237,2,68,51,42,59,4,,,,71,3.37
2238,0,73,57,92,72,,,,,,
2239,0,79,75,22,17,,,,,,
2240,1,45,84,31,48,2,,,,,
2241,0,61,16,85,24,,,,,,
2242,1,67,86,56,92,0,93,8,51,,
2243,0,93,97,89,41,,,,,,
2244,2,51,6,59,84,2,,,,76,3.76
2245,2,72,11,27,33,2,,,,94,3.16
2246,1,60,91,87,84,2,,,,,
2247,0,5,6,56,79,,,,,,
2248,0,85,63,33,99,,,,,,
2249,2,95,19,72,95,0,28,73,63,64,4.0
2250,2,33,80,54,20,0,26,32,70,71,3.33
2251,1,14,50,25,65,3,,,,,
2252,2,9,84,86,27,2,,,,69,3.43
2253,2,16,7,61,30,0,89,8,60,90,3.16
2254,0,28,86,18,0,,,,,,
2255,2,72,14,50,42,2,,,,98,3.04
2256,2,14,70,10,89,3,,,,64,3.82
2257,1,85,17,43,78,2,,,,,
2258,0,61,52,53,74,,,,,,
2259,0,1,30,72,65,,,,,,
2260,2,12,74,41,77,0,41,81,32,83,3.59
2261,2,49,55,31,88,1,32,53,,84,3.35
2262,0,42,3,56,90,,,,,,
2263,2,13,2,79,37,4,,,,90,3.23
2264,0,0,46,5,41,,,,,,
2265,1,0,80,15,6,0,44,62,23,,
2266,0,67,83,94,47,,,,,,
2267,1,19,46,1,44,4,,,,,
2268,1,59,40,90,8,2,,,,,
2269,2,67,57,5,54,2,,,,83,3.09
2270,1,48,37,93,40,1,29,99,,,
2271,1,68,97,56,95,3,,,,,
2272,2,13,55,19,80,2,,,,88,2.51
2273,1,46,60,20,63,3,,,,,
2274,0,7,75,75,12,,,,,,
2275,0,23,6,14,95,,,,,,
2276,1,82,12,64,60,2,,,,,
2277,0,26,69,95,42,,,,,,
2278,2,11,27,50,13,4,,,,75,2.91
2279,0,11,30,27,71,,,,,,
2280,2,19,98,51,31,2,,,,77,3.36
2281,1,3,62,31,87,0,28,76,24,,
2282,0,85,71,43,83,,,,,,
2283,2,6,3,11,38,3,,,,60,3.83
2284,2,37,12,96,25,4,,,,80,3.44
2285,0,75,40,6,47,,,,,,
2286,2,22,31,33,27,1,30,95,,71,2.98
2287,2,86,60,8,66,2,,,,93,4.0
2288,0,36,69,10,30,,,,,,
2289,2,41,58,18,14,4,,,,77,2.94
2290,0,12,77,5,44,,,,,,
2291,0,42,1,34,53,,,,,,
2292,0,1,26,79,36,,,,,,
2293,2,50,2,95,5,3,,,,60,4.0
2294,2,44,46,90,65,2,,,,77,2.63
2295,2,29,80,23,99,2,,,,76,2.87
2296,2,12,45,32,15,3,,,,74,3.48
2297,1,5,21,19,88,2,,,,,
2298,1,10,74,31,75,3,,,,,
2299,1,75,3,86,10,0,19,55,21,,
2300,2,90,46,13,48,0,27,24,78,64,3.12
2301,2,39,69,18,29,3,,,,83,3.73
2302,0,96,58,9,50,,,,,,
2303,1,56,43,2,43,1,22,82,,,
2304,0,5,62,46,29,,,,,,
2305,1,33,72,28,25,0,30,37,69,,
2306,2,40,73,99,92,3,,,,89,3.6
2307,0,29,62,48,84,,,,,,
2308,1,38,93,82,6,0,70,28,46,,
2309,1,85,4,52,1,4,,,,,
2310,0,50,19,38,0,,,,,,
2311,0,9,10,89,36,,,,,,
2312,2,35,11,60,96,4,,,,87,3.5
2313,0,50,21,1,65,,,,,,
2314,1,18,51,9,28,1,97,16,,,
2315,0,28,43,98,10,,,,,,
2316,2,31,67,19,28,1,13,82,,84,3.27
2317,1,66,5,30,43,3,,,,,
2318,1,21,0,64,92,1,97,96,,,
2319,2,23,19,86,5,4,,,,66,3.51
2320,0,63,99,1,41,,,,,,
2321,0,51,21,30,5,,,,,,
2322,2,1,36,63,93,4,,,,90,3.33
2323,2,39,45,24,59,2,,,,69,2.94
2324,2,61,72,91,66,4,,,,78,3.85
2325,2,88,95,67,78,3,,,,70,3.29
2326,2,43,97,85,2,0,19,89,18,81,3.24
2327,0,64,14,6,52,,,,,,
2328,0,94,84,88,68,,,,,,
2329,1,97,50,79,3,1,55,59,,,
2330,0,55,28,59,86,,,,,,
2331,0,31,56,30,52,,,,,,
2332,1,59,14,72,15,4,,,,,
2333,1,93,80,99,74,4,,,,,
2334,1,89,49,84,96,2,,,,,
2335,1,53,35,78,83,2,,,,,
2336,2,52,55,3,77,0,10,27,79,82,2.61
2337,2,42,87,63,91,3,,,,72,3.13
2338,2,0,32,95,32,4,,,,88,3.25
2339,1,86,66,34,26,2,,,,,
2340,1,10,39,19,16,4,,,,,
2341,2,65,23,87,17,1,45,69,,79,2.69
2342,1,60,57,44,90,0,78,26,97,,
2343,1,26,58,24,79,3,,,,,
2344,0,16,71,65,11,,,,,,
2345,0,24,76,94,56,,,,,,
2346,0,8,71,19,3,,,,,,
2347,2,14,69,98,69,1,48,86,,73,3.74
2348,0,4,11,75,90,,,,,,
2349,0,17,64,26,34,,,,,,
2350,1,88,71,61,1,1,62,33,,,
2351,2,36,23,72,70,1,21,4,,74,3.18
2352,2,60,30,98,32,2,,,,85,3.43
2353,0,66,26,34,90,,,,,,
2354,0,31,28,89,48,,,,,,
2355,0,43,96,89,24,,,,,,
2356,2,36,99,10,37,0,13,94,36,97,2.87
2357,2,19,81,89,15,0,97,11,64,88,3.02
2358,2,9,81,95,52,0,29,55,89,91,2.76
2359,0,83,31,32,27,,,,,,
2360,1,5,46,80,66,0,9,34,54,,
2361,1,65,43,23,68,4,,,,,
2362,1,78,48,13,59,2,,,,,
2363,1,5,64,56,8,1,64,80,,,
2364,0,29,44,70,84,,,,,,
2365,2,67,52,47,3,1,42,13,,64,3.31
2366,0,68,22,8,23,,,,,,
2367,2,89,9,72,71,4,,,,79,3.09
2368,1,37,66,95,77,3,,,,,
2369,1,47,13,24,39,0,75,82,45,,
2370,1,34,58,27,81,0,97,90,64,,
2371,0,14,85,79,2,,,,,,
2372,1,24,67,72,33,3,,,,,
2373,2,2,17,80,21,4,,,,62,2.93
2374,2,94,59,62,61,0,61,7,41,90,4.0
2375,2,31,63,56,48,4,,,,99,4.0
2376,1,42,36,63,97,1,29,25,,,
2377,0,5,33,99,73,,,,,,
2378,1,89,84,16,59,2,,,,,
2379,1,81,14,11,43,2,,,,,
2380,0,23,32,62,73,,,,,,
2381,1,55,11,88,35,2,,,,,
2382,2,69,42,78,65,1,40,31,,66,3.24
2383,1,16,57,0,14,3,,,,,
2384,2,30,75,1,21,2,,,,78,2.83
2385,1,47,26,74,18,1,96,12,,,
2386,2,30,3,95,52,4,,,,78,4.0
2387,2,21,82,26,91,0,17,79,52,61,3.79
2388,2,35,18,31,75,4,,,,68,3.56
2389,0,38,17,3,20,,,,,,
2390,0,84,2,50,18,,,,,,
2391,1,37,11,5,92,2,,,,,
2392,0,55,57,40,39,,,,,,
2393,0,5,56,51,17,,,,,,
2394,0,65,0,81,68,,,,,,
2395,1,37,46,69,82,4,,,,,
2396,1,31,71,86,44,3,,,,,
2397,0,89,68,24,9,,,,,,
2398,0,0,15,73,82,,,,,,
2399,2,62,57,15,38,3,,,,60,2.89
2400,2,40,83,28,10,1,73,90,,78,3.62
2401,2,18,71,61,89,1,80,2,,93,2.76
2402,2,82,50,94,43,3,,,,71,2.69
2403,1,79,98,82,96,2,,,,,
2404,1,82,60,77,79,1,5,45,,,
2405,0,30,97,6,46,,,,,,
2406,2,16,61,57,73,1,22,84,,85,2.73
2407,0,82,7,89,94,,,,,,
2408,1,8,78,9,19,3,,,,,
2409,1,3,16,40,96,3,,,,,
2410,1,34,69,29,98,2,,,,,
2411,1,38,81,47,33,2,,,,,
2412,2,36,58,63,11,4,,,,69,3.22
2413,1,89,60,72,33,2,,,,,
2414,1,3,88,6,6,2,,,,,
2415,2,53,11,51,39,2,,,,86,2.93
2416,0,57,43,77,85,,,,,,
2417,0,16,97,4,15,,,,,,
2418,2,3,13,12,72,1,33,94,,95,3.32
2419,2,6,48,54,16,3,,,,92,3.13
2420,2,6,47,95,56,3,,,,87,3.25
2421,0,60,6,28,98,,,,,,
2422,2,33,27,47,40,1,10,53,,68,2.87
2423,0,11,6,97,13,,,,,,
2424,0,71,99,4,89,,,,,,
2425,1,82,95,98,36,2,,,,,
2426,2,80,54,66,7,4,,,,93,3.57
2427,0,29,92,13,32,,,,,,
2428,2,19,41,85,5,2,,,,86,3.36
2429,2,30,40,37,64,3,,,,99,3.72
2430,1,47,90,78,7,2,,,,,
2431,1,88,17,77,11,0,8,50,90,,
2432,0,4,26,68,91,,,,,,
2433,2,77,22,48,16,1,48,9,,63,2.82
2434,1,56,39,3,69,0,58,89,74,,
2435,1,14,42,40,60,0,21,92,65,,
2436,1,30,7,9,81,1,73,20,,,
2437,1,21,35,21,11,4,,,,,
2438,2,35,82,4,84,0,86,78,82,95,2.8
2439,1,84,56,45,42,0,15,20,58,,
2440,0,5,44,91,81,,,,,,
2441,2,75,86,35,8,4,,,,82,3.31
2442,2,57,14,39,57,1,52,50,,80,3.07
2443,2,47,16,31,28,2,,,,85,3.06
2444,1,58,79,99,80,1,81,31,,,
2445,1,50,81,83,53,1,39,35,,,
2446,1,94,86,3,78,3,,,,,
2447,0,69,58,76,96,,,,,,
2448,0,71,82,37,77,,,,,,
2449,0,2,17,80,17,,,,,,
2450,0,20,27,85,95,,,,,,
2451,1,56,48,17,21,2,,,,,
2452,2,98,33,24,94,1,46,18,,80,3.27
2453,0,19,15,14,23,,,,,,
2454,2,28,95,93,16,0,86,64,60,69,3.05
2455,1,19,39,44,59,4,,,,,
2456,2,94,28,83,99,0,9,47,4,90,3.03
2457,1,44,16,99,84,3,,,,,
2458,2,20,21,52,39,0,59,24,88,60,3.14
2459,0,31,43,72,98,,,,,,
2460,2,24,89,68,80,3,,,,93,3.62
2461,2,52,82,42,1,3,,,,81,2.88
2462,2,14,17,61,0,2,,,,92,3.62
2463,2,85,81,99,8,2,,,,72,2.66
2464,0,3,43,13,81,,,,,,
2465,0,90,73,65,24,,,,,,
2466,0,43,87,23,88,,,,,,
2467,2,77,66,12,43,2,,,,92,3.75
2468,1,98,10,62,6,4,,,,,
2469,0,99,73,63,20,,,,,,
2470,2,51,45,20,62,3,,,,96,2.45
2471,2,54,92,64,98,2,,,,65,3.69
2472,2,40,15,53,43,3,,,,81,2.01
2473,1,66,59,77,62,3,,,,,
2474,1,55,83,31,48,2,,,,,
2475,0,79,84,14,51,,,,,,
2476,0,86,42,74,94,,,,,,
2477,2,45,88,73,74,1,64,35,,61,3.2
2478,0,70,75,70,37,,,,,,
2479,0,98,56,17,93,,,,,,
2480,0,76,28,40,14,,,,,,
2481,0,36,88,12,90,,,,,,
2482,1,54,28,28,20,2,,,,,
2483,2,91,69,89,55,2,,,,90,3.37
2484,1,92,38,24,5,1,11,22,,,
2485,1,74,84,42,46,2,,,,,
2486,2,24,59,86,45,1,59,22,,90,2.57
2487,1,60,16,46,90,0,23,27,77,,
2488,1,55,5,75,9,4,,,,,
2489,0,87,50,17,47,,,,,,
2490,1,47,35,24,27,4,,,,,
2491,2,21,26,38,6,1,62,88,,76,3.14
2492,0,21,17,92,77,,,,,,
2493,2,65,57,65,27,2,,,,94,3.25
2494,0,4,66,12,56,,,,,,
2495,2,14,30,3,27,1,20,10,,71,2.29
2496,0,39,28,16,62,,,,,,
2497,0,7,88,6,55,,,,,,
2498,2,47,55,89,78,0,8,31,34,83,3.31
2499,2,98,11,74,42,3,,,,68,2.77
2500,2,10,35,44,61,2,,,,86,2.99
2501,2,17,93,95,25,1,50,82,,70,2.41
2502,0,15,85,34,31,,,,,,
2503,2,23,3,81,49,3,,,,63,3.64
2504,1,65,5,49,20,1,80,92,,,
2505,1,92,77,27,35,3,,,,,
2506,0,2,20,64,2,,,,,,
2507,1,74,61,54,18,1,50,27,,,
2508,2,39,4,92,37,4,,,,87,2.93
2509,2,65,79,95,69,2,,,,93,3.3
2510,0,28,88,17,82,,,,,,
2511,1,90,62,48,9,1,78,84,,,
2512,2,96,41,35,11,2,,,,70,3.25
2513,1,35,11,13,79,0,97,46,79,,
2514,0,42,3,67,93,,,,,,
2515,0,1,97,65,58,,,,,,
2516,2,42,46,93,16,3,,,,78,3.21
2517,2,93,51,12,94,4,,,,95,3.06
2518,2,73,3,24,89,2,,,,82,3.72
2519,0,53,59,70,77,,,,,,
2520,2,89,92,10,46,0,74,56,18,69,3.27
2521,0,66,82,32,56,,,,,,
2522,2,73,36,7,76,3,,,,84,3.45
2523,2,98,57,58,32,1,25,39,,67,2.49
2524,0,99,31,30,35,,,,,,
2525,2,56,15,68,20,1,26,69,,64,3.66
2526,1,37,31,92,23,4,,,,,
2527,1,76,66,60,41,4,,,,,
2528,0,47,99,69,23,,,,,,
2529,2,32,68,0,78,3,,,,78,3.02
2530,1,44,37,63,49,4,,,,,
2531,2,73,45,25,53,2,,,,66,3.01
2532,0,3,45,31,48,,,,,,
2533,0,14,46,75,72,,,,,,
2534,0,93,25,61,29,,,,,,
2535,0,73,78,8,63,,,,,,
2536,1,79,75,88,31,1,93,88,,,
2537,1,62,86,21,24,0,63,80,36,,
2538,1,76,87,46,93,2,,,,,
2539,0,2,26,52,1,,,,,,
2540,1,64,95,68,20,4,,,,,
2541,2,58,7,62,81,3,,,,75,3.18
2542,0,84,73,48,30,,,,,,
2543,2,17,56,29,94,4,,,,81,2.98
2544,1,20,75,32,59,4,,,,,
2545,1,21,48,85,59,1,73,11,,,
2546,1,97,12,26,31,0,38,76,89,,
2547,0,15,86,58,8,,,,,,
2548,2,16,93,70,60,1,49,85,,67,2.41
2549,1,45,13,31,42,1,15,2,,,
2550,1,11,66,10,53,1,55,91,,,
2551,2,72,50,22,28,3,,,,74,3.94
2552,0,44,59,59,1,,,,,,
2553,2,67,32,78,32,0,26,64,56,86,3.91
2554,1,98,24,90,27,4,,,,,
2555,2,55,41,36,71,3,,,,70,3.46
2556,0,82,40,22,32,,,,,,
2557,2,87,33,98,9,4,,,,99,3.04
2558,0,75,75,51,28,,,,,,
2559,2,86,80,3,19,1,28,47,,83,3.59
2560,2,82,86,96,4,1,33,35,,74,3.12
2561,2,79,96,49,11,1,20,45,,62,3.63
2562,0,94,22,1,3,,,,,,
2563,2,45,38,70,94,3,,,,66,3.04
2564,0,67,55,18,24,,,,,,
2565,2,41,71,97,18,2,,,,79,3.3
2566,0,53,81,14,7,,,,,,
2567,0,19,99,2,1,,,,,,
2568,1,33,13,59,25,2,,,,,
2569,1,97,66,63,1,3,,,,,
2570,2,70,67,76,60,1,45,79,,88,3.44
2571,0,80,74,62,7,,,,,,
2572,1,75,61,24,12,1,41,88,,,
2573,0,28,17,48,62,,,,,,
2574,0,8,79,62,59,,,,,,
2575,2,75,21,71,43,3,,,,86,3.09
2576,2,72,41,64,60,0,84,23,89,78,3.05
2577,2,90,14,70,83,1,3,96,,87,3.74
2578,1,46,3,27,72,2,,,,,
2579,0,62,56,33,12,,,,,,
2580,2,44,32,41,19,3,,,,80,2.82
2581,1,92,44,92,7,0,77,7,67,,
2582,2,95,8,42,51,4,,,,67,3.04
2583,2,55,82,80,25,2,,,,71,2.97
2584,2,9,65,22,46,4,,,,71,3.43
2585,1,4,91,23,69,3,,,,,
2586,1,92,56,34,94,3,,,,,
2587,1,35,86,32,44,2,,,,,
2588,0,66,74,80,94,,,,,,
2589,2,46,49,4,68,4,,,,86,3.38
2590,0,75,0,32,71,,,,,,
2591,1,76,40,39,81,1,17,39,,,
2592,0,71,12,73,43,,,,,,
2593,2,52,17,76,27,3,,,,61,2.9
2594,2,26,84,91,96,0,52,32,89,86,3.99
2595,0,33,49,2,42,,,,,,
2596,2,45,57,33,97,4,,,,78,2.65
2597,1,58,89,61,25,2,,,,,
2598,2,83,76,30,94,2,,,,61,3.33
2599,2,17,13,31,45,2,,,,85,3.54
2600,0,15,55,97,74,,,,,,
2601,0,25,46,1,44,,,,,,
2602,1,10,5,85,36,1,96,51,,,
2603,0,25,16,54,59,,,,,,
2604,0,49,94,40,82,,,,,,
2605,2,47,0,16,64,1,7,35,,92,3.37
