@RELATION student_profiles

@ATTRIBUTE profile_id NUMERIC
@ATTRIBUTE education_level NUMERIC
@ATTRIBUTE OL_subject_0_score NUMERIC
@ATTRIBUTE OL_subject_2_score NUMERIC
@ATTRIBUTE OL_subject_3_score NUMERIC
@ATTRIBUTE OL_subject_1_score NUMERIC
@ATTRIBUTE OL_subject_5_score NUMERIC
@ATTRIBUTE OL_subject_4_score NUMERIC
@ATTRIBUTE AL_stream NUMERIC
@ATTRIBUTE AL_subject_0_score NUMERIC
@ATTRIBUTE AL_subject_1_score NUMERIC
@ATTRIBUTE AL_subject_2_score NUMERIC
@ATTRIBUTE university_score NUMERIC
@ATTRIBUTE gpa NUMERIC

@DATA
3843, 2, 77, 68, 87, 42, 85, 35, 3, 62, 78, 25, 91, 3.8
3844, 2, 18, 77, 25, 56, 28, 91, 3, 88, 41, 0, 89, 3.54
3845, 2, 55, 64, 55, 31, 81, 26, 0, 84, 49, 76, 95, 3.51
3846, 1, 36, 51, 81, 22, 54, 52, 3, 69, 96, 63, null, null
3847, 1, 29, 2, 60, 66, 21, 61, 4, 15, 51, 41, null, null
3848, 2, 90, 98, 85, 15, 40, 48, 4, 94, 86, 40, 79, 2.92
3849, 0, 4, 57, 84, 13, 36, 48, null, null, null
3850, 2, 84, 45, 9, 85, 48, 65, 2, 19, 81, 6, 99, 2.63
3851, 0, 99, 89, 40, 27, 91, 63, null, null, null
3852, 2, 4, 3, 12, 71, 2, 69, 1, 15, 48, 54, 99, 3.33
3853, 1, 55, 0, 18, 35, 23, 43, 2, 16, 64, 22, null, null
3854, 0, 38, 36, 37, 69, 49, 26, null, null, null
3855, 0, 56, 97, 69, 67, 75, 84, null, null, null
3856, 2, 24, 18, 84, 81, 74, 26, 2, 24, 51, 80, 89, 2.63
3857, 0, 60, 52, 24, 24, 55, 57, null, null, null
3858, 1, 81, 56, 97, 47, 19, 64, 2, 27, 29, 62, null, null
3859, 1, 86, 76, 7, 47, 31, 31, 4, 76, 41, 0, null, null
3860, 0, 63, 91, 69, 75, 70, 50, null, null, null
3861, 1, 88, 44, 40, 33, 15, 57, 1, 34, 94, 55, null, null
3862, 0, 80, 87, 43, 1, 89, 38, null, null, null
3863, 0, 38, 48, 91, 46, 44, 66, null, null, null
3864, 2, 15, 42, 67, 23, 3, 23, 4, 53, 14, 54, 77, 2.48
3865, 1, 46, 97, 31, 79, 72, 14, 4, 67, 43, 73, null, null
3866, 2, 6, 56, 48, 52, 31, 49, 2, 86, 94, 57, 66, 3.92
3867, 1, 89, 3, 14, 14, 44, 9, 0, 24, 46, 36, null, null
3868, 2, 24, 61, 67, 66, 30, 11, 4, 62, 47, 22, 99, 2.84
3869, 0, 74, 12, 90, 6, 1, 5, null, null, null
3870, 1, 63, 15, 61, 79, 0, 19, 3, 93, 71, 71, null, null
3871, 2, 5, 79, 28, 43, 85, 65, 1, 10, 94, 88, 76, 3.09
3872, 2, 4, 7, 74, 4, 26, 85, 0, 68, 31, 3, 85, 3.1
3873, 2, 29, 11, 86, 99, 75, 51, 2, 39, 7, 60, 79, 3.13
3874, 2, 7, 71, 2, 11, 49, 40, 2, 19, 54, 35, 82, 3.29
3875, 0, 62, 51, 88, 16, 68, 54, null, null, null
3876, 2, 87, 8, 83, 49, 98, 2, 0, 94, 64, 81, 99, 3.33
3877, 2, 40, 85, 82, 81, 23, 93, 0, 38, 72, 57, 70, 3.62
3878, 2, 15, 35, 10, 24, 86, 34, 0, 54, 1, 9, 79, 3.1
3879, 2, 0, 54, 5, 40, 93, 35, 4, 2, 10, 87, 94, 3.54
3880, 2, 51, 54, 42, 51, 39, 96, 3, 32, 42, 58, 82, 3.1
3881, 1, 50, 4, 53, 24, 58, 98, 0, 30, 31, 47, null, null
3882, 0, 14, 74, 88, 48, 14, 70, null, null, null
3883, 0, 74, 42, 87, 75, 36, 44, null, null, null
3884, 0, 55, 78, 41, 77, 86, 68, null, null, null
3885, 2, 49, 84, 49, 42, 46, 80, 1, 76, 54, 34, 85, 3.72
3886, 2, 74, 56, 27, 79, 86, 67, 4, 79, 8, 86, 62, 2.91
3887, 2, 80, 7, 47, 12, 76, 82, 4, 47, 1, 56, 77, 2.92
3888, 2, 74, 20, 43, 58, 26, 31, 4, 96, 4, 42, 71, 3.3
3889, 2, 17, 70, 47, 23, 50, 94, 0, 70, 22, 11, 78, 3.06
3890, 1, 31, 65, 59, 46, 48, 10, 0, 49, 17, 92, null, null
3891, 0, 23, 11, 4, 94, 8, 92, null, null, null
3892, 2, 70, 73, 51, 66, 6, 8, 1, 95, 64, 1, 97, 3.61
3893, 0, 55, 58, 11, 56, 15, 96, null, null, null
3894, 0, 41, 16, 51, 70, 3, 84, null, null, null
3895, 1, 63, 80, 7, 75, 62, 47, 2, 40, 0, 86, null, null
3896, 2, 87, 3, 91, 67, 72, 67, 4, 42, 71, 56, 62, 2.16
3897, 2, 22, 3, 71, 5, 80, 8, 1, 92, 46, 58, 81, 2.56
3898, 2, 66, 54, 99, 75, 96, 4, 3, 6, 20, 35, 84, 2.38
3899, 1, 55, 37, 90, 8, 57, 53, 4, 82, 34, 3, null, null
3900, 1, 88, 50, 15, 79, 64, 28, 2, 69, 65, 3, null, null
3901, 2, 54, 76, 63, 14, 32, 90, 2, 43, 79, 65, 71, 3.82
3902, 2, 77, 47, 61, 27, 88, 41, 1, 48, 66, 20, 84, 2.79
3903, 2, 38, 90, 59, 7, 99, 2, 3, 39, 30, 87, 98, 3.36
3904, 1, 50, 5, 89, 38, 62, 4, 0, 39, 20, 46, null, null
3905, 1, 39, 85, 10, 74, 30, 1, 4, 53, 89, 25, null, null
3906, 2, 72, 99, 99, 60, 8, 15, 3, 49, 75, 77, 68, 3.44
3907, 0, 22, 70, 75, 58, 93, 91, null, null, null
3908, 1, 21, 27, 21, 81, 32, 45, 4, 28, 4, 62, null, null
3909, 0, 13, 70, 5, 41, 57, 46, null, null, null
3910, 1, 66, 39, 84, 12, 52, 74, 1, 95, 43, 16, null, null
3911, 0, 63, 56, 71, 27, 86, 94, null, null, null
3912, 1, 16, 79, 25, 57, 5, 93, 4, 35, 64, 53, null, null
3913, 0, 46, 41, 47, 66, 86, 78, null, null, null
3914, 0, 58, 67, 43, 5, 35, 16, null, null, null
3915, 0, 38, 73, 8, 63, 62, 35, null, null, null
3916, 2, 49, 87, 26, 36, 85, 6, 2, 15, 19, 80, 84, 3.08
3917, 0, 15, 96, 35, 19, 13, 68, null, null, null
3918, 1, 24, 23, 6, 86, 98, 90, 4, 93, 31, 19, null, null
3919, 1, 69, 55, 25, 66, 21, 24, 2, 26, 1, 19, null, null
3920, 0, 96, 65, 1, 75, 45, 44, null, null, null
3921, 1, 28, 35, 99, 36, 29, 55, 2, 4, 76, 80, null, null
3922, 1, 66, 22, 17, 25, 44, 69, 1, 2, 39, 64, null, null
3923, 1, 9, 18, 73, 96, 64, 40, 1, 89, 45, 22, null, null
3924, 2, 38, 52, 63, 7, 77, 14, 0, 57, 9, 16, 86, 2.98
3925, 0, 11, 6, 78, 24, 82, 20, null, null, null
3926, 2, 90, 95, 39, 16, 90, 16, 0, 94, 41, 74, 76, 2.59
3927, 2, 18, 96, 97, 97, 96, 76, 2, 47, 0, 63, 93, 2.9
3928, 0, 23, 26, 17, 43, 6, 54, null, null, null
3929, 1, 85, 72, 63, 32, 59, 67, 2, 8, 14, 64, null, null
3930, 2, 88, 62, 28, 24, 68, 96, 3, 36, 22, 57, 91, 3.44
3931, 2, 41, 79, 35, 15, 10, 34, 0, 44, 7, 61, 87, 2.63
3932, 2, 88, 99, 46, 74, 4, 52, 3, 81, 51, 80, 80, 3.63
3933, 0, 7, 68, 2, 3, 52, 69, null, null, null
3934, 2, 19, 96, 70, 97, 57, 96, 2, 10, 0, 88, 99, 3.44
3935, 0, 25, 44, 55, 32, 67, 3, null, null, null
3936, 1, 53, 12, 49, 6, 47, 45, 3, 43, 98, 9, null, null
3937, 1, 50, 7, 76, 61, 98, 30, 4, 95, 98, 89, null, null
3938, 0, 64, 10, 7, 86, 67, 3, null, null, null
3939, 2, 19, 19, 15, 71, 42, 27, 1, 39, 85, 89, 89, 2.48
3940, 1, 28, 62, 44, 37, 14, 23, 0, 52, 39, 37, null, null
3941, 0, 71, 21, 78, 88, 17, 61, null, null, null
3942, 0, 33, 44, 67, 72, 60, 90, null, null, null
3943, 0, 21, 8, 55, 27, 25, 17, null, null, null
3944, 1, 37, 94, 66, 58, 81, 54, 2, 80, 48, 74, null, null
3945, 0, 50, 25, 47, 18, 38, 25, null, null, null
3946, 0, 72, 93, 62, 61, 73, 67, null, null, null
3947, 1, 28, 6, 65, 19, 83, 74, 3, 62, 2, 83, null, null
3948, 2, 93, 22, 32, 95, 35, 3, 2, 52, 18, 47, 60, 3.28
3949, 0, 71, 73, 96, 37, 99, 13, null, null, null
3950, 1, 34, 49, 90, 87, 60, 87, 1, 27, 51, 54, null, null
3951, 2, 80, 8, 73, 33, 70, 47, 4, 81, 56, 36, 65, 2.92
3952, 2, 78, 13, 95, 78, 93, 43, 1, 37, 93, 63, 86, 3.34
3953, 1, 42, 49, 55, 3, 52, 57, 1, 25, 75, 15, null, null
3954, 2, 44, 86, 19, 90, 19, 59, 3, 26, 3, 81, 73, 2.99
3955, 0, 59, 62, 79, 21, 82, 16, null, null, null
3956, 0, 24, 53, 83, 48, 59, 91, null, null, null
3957, 1, 51, 4, 34, 51, 21, 84, 1, 40, 43, 82, null, null
3958, 0, 41, 9, 63, 3, 93, 40, null, null, null
3959, 0, 64, 13, 3, 27, 80, 32, null, null, null
3960, 0, 1, 2, 9, 77, 41, 59, null, null, null
3961, 1, 59, 30, 42, 29, 13, 83, 1, 18, 98, 16, null, null
3962, 1, 75, 68, 10, 48, 19, 72, 4, 91, 74, 0, null, null
3963, 0, 42, 64, 25, 93, 23, 67, null, null, null
3964, 2, 63, 25, 90, 95, 90, 69, 2, 76, 12, 90, 84, 3.07
3965, 1, 45, 98, 53, 43, 68, 68, 3, 50, 72, 56, null, null
3966, 2, 42, 34, 26, 46, 65, 30, 4, 67, 75, 14, 61, 3.26
3967, 1, 37, 79, 52, 19, 54, 91, 1, 69, 93, 49, null, null
3968, 1, 81, 10, 62, 88, 20, 69, 3, 34, 27, 31, null, null
3969, 1, 98, 24, 61, 50, 10, 55, 0, 4, 10, 24, null, null
3970, 0, 99, 92, 15, 60, 71, 6, null, null, null
3971, 1, 39, 68, 17, 85, 56, 72, 0, 12, 32, 95, null, null
3972, 0, 19, 29, 4, 49, 43, 85, null, null, null
3973, 1, 6, 3, 69, 22, 90, 79, 2, 57, 55, 48, null, null
3974, 0, 34, 90, 73, 57, 90, 81, null, null, null
3975, 1, 0, 72, 58, 67, 43, 15, 0, 57, 14, 61, null, null
3976, 2, 14, 82, 94, 72, 15, 78, 0, 32, 70, 50, 88, 4.0
3977, 0, 37, 87, 22, 3, 25, 30, null, null, null
3978, 1, 89, 38, 51, 0, 53, 36, 3, 43, 73, 11, null, null
3979, 0, 66, 45, 80, 48, 83, 3, null, null, null
3980, 0, 51, 46, 85, 53, 19, 29, null, null, null
3981, 0, 55, 84, 93, 74, 94, 55, null, null, null
3982, 2, 57, 3, 52, 22, 30, 87, 1, 34, 85, 59, 74, 3.25
3983, 0, 88, 14, 40, 96, 3, 61, null, null, null
3984, 0, 11, 71, 14, 42, 57, 15, null, null, null
3985, 0, 52, 78, 45, 30, 14, 32, null, null, null
3986, 0, 84, 43, 69, 82, 62, 56, null, null, null
3987, 1, 26, 89, 95, 39, 36, 50, 3, 87, 78, 65, null, null
3988, 0, 35, 41, 26, 82, 80, 48, null, null, null
3989, 0, 80, 90, 64, 78, 91, 17, null, null, null
3990, 1, 80, 9, 95, 48, 96, 98, 3, 54, 93, 54, null, null
3991, 2, 33, 77, 83, 30, 21, 53, 0, 44, 15, 31, 90, 3.24
3992, 2, 67, 37, 20, 60, 24, 37, 2, 76, 17, 90, 76, 3.21
3993, 1, 94, 44, 24, 80, 84, 63, 2, 75, 60, 74, null, null
3994, 0, 3, 44, 40, 16, 75, 56, null, null, null
3995, 0, 44, 5, 88, 93, 92, 83, null, null, null
3996, 1, 94, 68, 85, 18, 7, 78, 4, 4, 55, 59, null, null
3997, 0, 73, 62, 22, 45, 15, 90, null, null, null
3998, 0, 64, 4, 10, 91, 52, 14, null, null, null
3999, 1, 99, 25, 99, 31, 59, 9, 0, 28, 76, 74, null, null
4000, 0, 21, 53, 64, 74, 88, 91, null, null, null
4001, 1, 84, 48, 12, 48, 31, 60, 1, 10, 46, 61, null, null
4002, 1, 46, 41, 16, 58, 91, 30, 3, 9, 14, 69, null, null
4003, 1, 29, 66, 72, 2, 56, 90, 1, 61, 62, 9, null, null
4004, 0, 23, 50, 68, 16, 21, 31, null, null, null
4005, 0, 35, 49, 9, 55, 58, 6, null, null, null
4006, 2, 67, 50, 92, 76, 10, 31, 1, 83, 78, 47, 82, 2.69
4007, 1, 99, 17, 6, 74, 34, 23, 3, 53, 44, 5, null, null
4008, 0, 24, 70, 72, 21, 31, 38, null, null, null
4009, 0, 37, 43, 98, 61, 68, 34, null, null, null
4010, 1, 4, 25, 49, 29, 54, 44, 1, 92, 9, 81, null, null
4011, 2, 20, 92, 30, 87, 38, 94, 2, 0, 37, 47, 91, 2.85
4012, 0, 12, 52, 45, 94, 22, 47, null, null, null
4013, 2, 52, 20, 30, 85, 1, 61, 2, 12, 90, 54, 91, 2.9
4014, 2, 70, 17, 12, 39, 95, 33, 3, 85, 72, 57, 80, 3.1
4015, 1, 60, 99, 12, 75, 48, 63, 4, 21, 76, 67, null, null
4016, 2, 14, 83, 25, 75, 57, 81, 0, 38, 17, 56, 70, 2.28
4017, 1, 84, 10, 86, 70, 43, 12, 1, 70, 80, 25, null, null
4018, 1, 4, 35, 56, 92, 41, 56, 2, 8, 30, 99, null, null
4019, 1, 61, 89, 58, 40, 94, 28, 2, 81, 81, 70, null, null
4020, 2, 29, 41, 82, 64, 89, 16, 2, 7, 7, 62, 70, 3.38
4021, 0, 7, 61, 76, 32, 54, 36, null, null, null
4022, 2, 27, 27, 84, 23, 31, 55, 2, 89, 4, 1, 94, 3.08
4023, 1, 5, 17, 23, 27, 27, 40, 2, 22, 38, 58, null, null
4024, 1, 92, 10, 0, 7, 1, 92, 2, 33, 60, 75, null, null
4025, 1, 11, 18, 87, 45, 56, 71, 3, 10, 21, 86, null, null
4026, 0, 53, 86, 38, 45, 59, 61, null, null, null
4027, 0, 49, 41, 11, 96, 61, 15, null, null, null
4028, 0, 94, 7, 60, 6, 4, 76, null, null, null
4029, 1, 55, 22, 62, 73, 84, 87, 4, 69, 26, 98, null, null
4030, 0, 33, 58, 20, 49, 80, 33, null, null, null
4031, 0, 14, 0, 95, 14, 3, 42, null, null, null
4032, 2, 54, 78, 5, 99, 26, 52, 4, 60, 70, 46, 84, 2.98
4033, 2, 63, 82, 33, 78, 39, 38, 3, 81, 59, 66, 95, 3.51
4034, 1, 5, 47, 88, 31, 6, 83, 4, 73, 22, 24, null, null
4035, 2, 11, 35, 30, 61, 0, 41, 3, 90, 58, 54, 77, 2.79
4036, 1, 99, 1, 88, 87, 98, 32, 0, 17, 81, 53, null, null
4037, 2, 40, 24, 39, 84, 96, 38, 2, 71, 29, 48, 71, 3.52
4038, 2, 80, 37, 54, 53, 15, 40, 3, 3, 36, 96, 62, 3.84
4039, 2, 1, 70, 15, 21, 10, 31, 4, 11, 37, 66, 85, 3.49
4040, 1, 24, 10, 15, 30, 71, 50, 4, 39, 13, 71, null, null
4041, 0, 98, 21, 4, 41, 90, 70, null, null, null
4042, 1, 38, 2, 60, 96, 33, 20, 4, 87, 1, 67, null, null
4043, 1, 75, 23, 41, 89, 90, 90, 0, 91, 73, 18, null, null
4044, 2, 39, 52, 48, 86, 41, 15, 0, 35, 80, 48, 80, 3.13
4045, 2, 84, 91, 8, 46, 81, 69, 0, 70, 41, 67, 84, 3.36
4046, 1, 21, 10, 67, 46, 89, 44, 0, 57, 23, 22, null, null
4047, 2, 14, 55, 25, 39, 40, 52, 1, 99, 9, 79, 72, 3.01
4048, 2, 96, 16, 77, 85, 58, 99, 4, 72, 55, 35, 82, 2.59
4049, 1, 73, 83, 99, 72, 35, 42, 3, 19, 70, 45, null, null
4050, 1, 95, 71, 88, 85, 41, 63, 3, 85, 50, 78, null, null
4051, 0, 13, 25, 23, 23, 3, 92, null, null, null
4052, 2, 24, 67, 61, 75, 81, 91, 0, 31, 47, 6, 84, 3.32
4053, 0, 38, 27, 50, 50, 63, 26, null, null, null
4054, 1, 8, 37, 27, 88, 44, 40, 3, 92, 25, 65, null, null
4055, 2, 39, 55, 62, 79, 64, 61, 0, 38, 1, 1, 60, 3.11
4056, 0, 81, 20, 78, 93, 73, 4, null, null, null
4057, 1, 93, 86, 90, 40, 62, 18, 2, 22, 35, 18, null, null
4058, 0, 73, 73, 16, 9, 96, 53, null, null, null
4059, 1, 33, 45, 33, 84, 26, 94, 4, 99, 59, 12, null, null
4060, 2, 58, 2, 97, 32, 98, 73, 3, 82, 50, 92, 70, 3.23
4061, 2, 98, 12, 81, 83, 29, 7, 2, 44, 96, 63, 87, 3.61
4062, 0, 5, 22, 87, 31, 53, 92, null, null, null
4063, 1, 53, 66, 16, 81, 60, 58, 1, 22, 12, 94, null, null
4064, 2, 57, 9, 71, 13, 20, 79, 0, 20, 14, 95, 64, 3.52
4065, 0, 72, 75, 22, 21, 12, 50, null, null, null
4066, 1, 3, 92, 88, 0, 51, 0, 0, 9, 34, 80, null, null
4067, 1, 88, 12, 97, 95, 72, 7, 2, 93, 94, 88, null, null
4068, 2, 8, 2, 13, 75, 99, 37, 2, 53, 33, 61, 67, 3.85
4069, 0, 41, 46, 4, 54, 93, 68, null, null, null
4070, 1, 59, 19, 14, 69, 72, 37, 1, 68, 41, 26, null, null
4071, 2, 1, 22, 70, 26, 21, 59, 3, 10, 32, 59, 92, 3.98
4072, 2, 42, 38, 0, 73, 8, 30, 2, 55, 15, 89, 99, 3.85
4073, 1, 4, 42, 11, 35, 0, 60, 1, 1, 5, 54, null, null
4074, 1, 40, 12, 5, 41, 25, 23, 4, 4, 61, 68, null, null
4075, 1, 29, 72, 20, 48, 82, 40, 3, 13, 3, 69, null, null
4076, 0, 43, 32, 7, 47, 66, 70, null, null, null
4077, 0, 80, 97, 16, 29, 57, 83, null, null, null
4078, 0, 91, 75, 21, 26, 19, 8, null, null, null
4079, 0, 89, 48, 31, 70, 34, 41, null, null, null
4080, 0, 26, 99, 31, 65, 89, 0, null, null, null
4081, 1, 76, 22, 32, 86, 10, 91, 1, 67, 30, 49, null, null
4082, 2, 34, 16, 81, 53, 32, 36, 4, 94, 57, 62, 76, 3.44
4083, 0, 16, 68, 4, 83, 66, 76, null, null, null
4084, 0, 2, 7, 11, 18, 5, 31, null, null, null
4085, 0, 48, 97, 94, 53, 39, 54, null, null, null
4086, 1, 61, 5, 38, 75, 95, 1, 4, 6, 59, 16, null, null
4087, 2, 71, 80, 60, 14, 73, 34, 4, 96, 36, 80, 62, 3.42
4088, 2, 85, 26, 22, 1, 82, 26, 0, 0, 39, 46, 67, 3.1
4089, 2, 71, 6, 24, 20, 44, 63, 1, 13, 73, 28, 78, 3.3
4090, 0, 12, 8, 25, 29, 29, 34, null, null, null
4091, 1, 31, 82, 48, 12, 76, 37, 4, 26, 59, 17, null, null
4092, 2, 7, 11, 7, 72, 47, 84, 4, 65, 52, 43, 93, 3.2
4093, 0, 33, 58, 75, 37, 84, 94, null, null, null
4094, 2, 26, 75, 74, 45, 72, 62, 0, 80, 36, 71, 75, 3.51
4095, 0, 75, 55, 18, 39, 8, 58, null, null, null
4096, 0, 71, 7, 3, 94, 31, 86, null, null, null
4097, 0, 27, 59, 97, 39, 30, 59, null, null, null
4098, 0, 80, 57, 77, 48, 83, 25, null, null, null
4099, 2, 26, 43, 58, 80, 31, 18, 2, 47, 14, 80, 82, 3.2
4100, 2, 52, 65, 33, 85, 12, 14, 3, 81, 26, 24, 65, 2.71
4101, 1, 52, 57, 22, 86, 29, 91, 2, 73, 2, 62, null, null
4102, 1, 27, 38, 86, 99, 29, 74, 2, 71, 55, 70, null, null
4103, 1, 31, 37, 67, 53, 84, 71, 4, 66, 99, 96, null, null
4104, 0, 77, 54, 69, 82, 34, 64, null, null, null
4105, 2, 62, 41, 61, 56, 44, 70, 2, 81, 97, 62, 85, 2.77
4106, 2, 85, 89, 75, 1, 4, 51, 1, 45, 0, 30, 72, 2.71
4107, 0, 15, 93, 70, 77, 20, 34, null, null, null
4108, 1, 28, 17, 74, 23, 46, 43, 4, 35, 17, 58, null, null
4109, 0, 93, 98, 44, 16, 99, 68, null, null, null
4110, 0, 75, 8, 60, 75, 51, 12, null, null, null
4111, 1, 26, 32, 39, 85, 32, 13, 0, 46, 72, 6, null, null
4112, 1, 52, 12, 58, 45, 10, 77, 3, 25, 91, 14, null, null
4113, 1, 88, 19, 95, 10, 90, 14, 1, 38, 69, 75, null, null
4114, 0, 50, 75, 97, 62, 79, 43, null, null, null
4115, 0, 37, 84, 49, 95, 56, 77, null, null, null
4116, 2, 97, 91, 63, 85, 63, 96, 0, 6, 34, 34, 79, 2.71
4117, 2, 80, 5, 78, 99, 34, 68, 4, 95, 7, 66, 64, 2.79
4118, 2, 56, 89, 52, 6, 28, 30, 4, 5, 34, 47, 74, 3.81
4119, 1, 81, 87, 73, 2, 20, 3, 2, 82, 84, 78, null, null
4120, 1, 1, 8, 4, 65, 9, 50, 0, 15, 44, 67, null, null
4121, 2, 32, 97, 70, 31, 93, 67, 1, 91, 90, 47, 97, 3.53
4122, 2, 15, 1, 56, 2, 36, 80, 3, 74, 91, 99, 94, 2.55
4123, 1, 27, 62, 16, 89, 25, 78, 3, 96, 42, 76, null, null
4124, 2, 98, 30, 25, 86, 12, 48, 0, 35, 78, 86, 93, 3.53
4125, 1, 28, 83, 44, 92, 19, 41, 2, 61, 30, 50, null, null
4126, 2, 51, 30, 21, 68, 92, 44, 0, 18, 12, 30, 86, 3.48
4127, 1, 99, 57, 74, 41, 79, 29, 1, 60, 28, 88, null, null
4128, 1, 28, 22, 80, 69, 39, 52, 0, 26, 99, 34, null, null
4129, 1, 36, 74, 51, 10, 28, 75, 3, 67, 4, 58, null, null
4130, 0, 65, 8, 24, 46, 60, 1, null, null, null
4131, 0, 84, 77, 26, 3, 34, 22, null, null, null
4132, 1, 83, 55, 96, 63, 24, 48, 4, 69, 68, 41, null, null
4133, 2, 79, 35, 69, 92, 96, 19, 0, 15, 49, 94, 88, 3.54
4134, 0, 75, 56, 6, 24, 63, 17, null, null, null
4135, 2, 48, 98, 43, 16, 32, 80, 2, 14, 5, 81, 94, 3.68
4136, 0, 62, 56, 63, 68, 11, 7, null, null, null
4137, 1, 92, 36, 97, 63, 44, 18, 1, 64, 16, 24, null, null
4138, 0, 16, 86, 29, 37, 99, 81, null, null, null
4139, 2, 83, 47, 47, 61, 49, 81, 2, 30, 27, 93, 87, 3.1
4140, 0, 48, 40, 95, 70, 85, 34, null, null, null
4141, 0, 19, 23, 62, 46, 96, 9, null, null, null
4142, 1, 3, 9, 75, 58, 32, 21, 3, 53, 26, 12, null, null
4143, 2, 19, 1, 59, 62, 38, 42, 2, 19, 83, 7, 74, 3.17
4144, 2, 5, 19, 79, 38, 14, 1, 1, 12, 39, 27, 84, 3.02
4145, 0, 8, 76, 49, 15, 76, 56, null, null, null
4146, 0, 16, 26, 69, 74, 92, 25, null, null, null
4147, 0, 36, 53, 50, 36, 73, 47, null, null, null
4148, 0, 64, 74, 39, 89, 41, 76, null, null, null
4149, 1, 24, 79, 63, 86, 97, 29, 1, 32, 54, 96, null, null
4150, 0, 34, 44, 56, 77, 43, 27, null, null, null
4151, 0, 13, 22, 63, 78, 6, 60, null, null, null
4152, 1, 25, 20, 87, 91, 84, 52, 3, 42, 16, 82, null, null
4153, 0, 64, 21, 16, 10, 6, 94, null, null, null
4154, 1, 12, 52, 95, 2, 81, 71, 4, 51, 96, 44, null, null
4155, 0, 14, 44, 69, 33, 97, 56, null, null, null
4156, 2, 68, 43, 85, 26, 13, 26, 3, 0, 4, 23, 93, 3.52
4157, 1, 29, 96, 20, 55, 95, 1, 0, 72, 68, 88, null, null
4158, 1, 0, 76, 37, 39, 67, 6, 4, 32, 70, 14, null, null
4159, 2, 1, 73, 97, 30, 9, 21, 2, 24, 78, 73, 92, 3.2
4160, 0, 54, 1, 48, 28, 78, 0, null, null, null
4161, 0, 6, 22, 43, 54, 93, 67, null, null, null
4162, 0, 90, 29, 18, 60, 91, 97, null, null, null
4163, 0, 44, 14, 15, 51, 51, 19, null, null, null
4164, 1, 23, 13, 86, 91, 74, 82, 2, 90, 69, 99, null, null
4165, 2, 30, 31, 50, 92, 31, 69, 1, 36, 87, 24, 78, 2.66
4166, 1, 42, 68, 64, 4, 79, 24, 0, 69, 6, 2, null, null
4167, 2, 49, 17, 8, 5, 66, 6, 3, 77, 51, 54, 79, 3.37
4168, 0, 36, 78, 0, 23, 63, 2, null, null, null
4169, 1, 54, 75, 10, 32, 29, 59, 4, 24, 66, 37, null, null
4170, 2, 47, 1, 64, 31, 48, 35, 2, 79, 98, 15, 65, 3.11
4171, 1, 45, 7, 85, 56, 54, 30, 1, 38, 47, 21, null, null
4172, 2, 72, 14, 61, 27, 52, 25, 2, 80, 63, 95, 82, 3.68
4173, 2, 60, 49, 30, 84, 6, 89, 1, 86, 84, 36, 80, 3.98
4174, 2, 53, 63, 27, 24, 99, 55, 3, 49, 7, 9, 77, 3.19
4175, 1, 48, 94, 13, 50, 47, 28, 1, 45, 2, 79, null, null
4176, 2, 96, 36, 75, 85, 1, 79, 1, 44, 17, 56, 97, 2.8
4177, 1, 87, 93, 22, 60, 34, 39, 3, 52, 69, 13, null, null
4178, 1, 90, 97, 39, 16, 43, 46, 4, 4, 52, 35, null, null
4179, 2, 80, 63, 2, 49, 18, 15, 0, 52, 18, 90, 70, 3.0
4180, 0, 7, 7, 28, 33, 44, 60, null, null, null
4181, 2, 42, 6, 3, 14, 57, 43, 0, 43, 3, 29, 88, 2.86
4182, 2, 28, 65, 26, 53, 57, 90, 0, 34, 57, 98, 78, 2.51
4183, 0, 23, 90, 29, 34, 27, 30, null, null, null
4184, 0, 71, 60, 13, 28, 95, 94, null, null, null
4185, 2, 3, 56, 84, 73, 5, 26, 0, 74, 59, 24, 73, 3.49
4186, 1, 58, 11, 4, 9, 59, 32, 2, 86, 61, 21, null, null
4187, 1, 40, 79, 54, 80, 90, 20, 4, 98, 98, 0, null, null
4188, 0, 91, 5, 61, 40, 73, 15, null, null, null
4189, 1, 96, 1, 86, 84, 86, 72, 3, 75, 61, 65, null, null
4190, 1, 56, 59, 81, 93, 78, 78, 2, 36, 25, 77, null, null
4191, 1, 7, 20, 0, 32, 83, 27, 3, 97, 68, 72, null, null
4192, 0, 76, 85, 62, 91, 5, 77, null, null, null
4193, 2, 60, 92, 0, 84, 79, 50, 0, 7, 83, 17, 85, 3.03
4194, 2, 94, 40, 11, 39, 50, 71, 2, 69, 6, 60, 96, 3.64
4195, 2, 26, 5, 41, 13, 2, 39, 4, 21, 79, 72, 90, 3.67
4196, 2, 86, 57, 45, 32, 3, 40, 4, 48, 14, 0, 78, 3.28
4197, 0, 14, 6, 91, 60, 6, 33, null, null, null
4198, 2, 48, 89, 99, 52, 80, 25, 1, 3, 10, 82, 98, 2.99
4199, 1, 21, 77, 65, 0, 61, 37, 0, 26, 13, 96, null, null
4200, 1, 42, 94, 53, 19, 27, 44, 0, 88, 90, 92, null, null
4201, 2, 19, 70, 73, 18, 25, 44, 3, 24, 29, 54, 72, 3.05
4202, 0, 77, 28, 97, 42, 52, 0, null, null, null
